SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes
46;13;10;14;9;12
63;9;11;6;13;8
20;70;64;67;57;68
13;7;6;9;8;12
62;7;16;13;7;9
71;7;13;8;11;8
65;12;7;10;8;14
23;12;6;9;15;12
63;10;9;16;13;10
56;1;1;1;1;1
64;8;9;7;14;12
12;6;10;13;10;15
61;11;9;9;14;6
64;10;8;12;11;6
65;7;9;8;13;7
65;15;8;11;7;8
40;13;10;16;11;10
63;14;8;6;16;12
61;16;15;8;10;15
65;12;14;13;15;10
27;7;16;12;16;10
64;11;7;12;7;7
56;6;8;14;7;10
14;12;7;7;13;8
16;69;64;63;63;69
64;14;14;11;11;12
51;13;12;7;8;6
65;14;11;7;11;14
64;8;10;11;9;9
20;14;15;8;15;14
43;14;11;11;11;10
34;11;6;5;11;14
11;63;65;60;70;65
66;9;6;12;7;13
11;65;66;71;63;66
61;13;15;16;10;14
13;68;62;64;61;70
57;8;14;7;10;11
18;8;13;13;10;15
13;65;62;63;63;69
62;12;11;7;8;11
50;11;7;6;5;14
17;14;15;7;11;14
61;13;15;6;6;15
66;15;6;13;16;16
62;8;11;15;7;7
68;15;8;12;13;15
62;6;13;11;7;11
57;7;13;11;7;10
22;17;10;12;12;19
24;13;12;11;7;12
52;11;10;11;10;7
54;10;9;16;6;16
12;68;67;62;64;63
21;9;6;13;16;15
62;15;7;8;10;12
66;5;7;8;13;6
32;6;11;8;9;9
38;10;10;7;11;9
62;6;9;10;9;7
33;12;8;13;12;11
63;15;9;10;10;9
65;11;16;10;14;9
58;15;12;8;14;14
16;7;16;16;12;9
64;13;14;13;12;16
19;15;8;8;13;11
67;16;12;8;7;6
16;66;64;65;66;68
50;13;10;11;6;11
67;6;13;6;8;15
62;11;14;12;10;10
58;7;13;15;15;15
60;11;12;14;14;5
14;7;5;12;6;8
10;68;60;68;66;69
64;9;8;11;15;11
33;12;16;11;7;9
20;70;66;62;64;68
45;10;7;9;10;14
61;9;11;10;14;10
10;66;64;59;63;70
30;6;7;14;6;9
59;14;5;14;13;7
24;66;64;70;61;64
53;15;10;10;16;6
63;10;14;9;13;8
56;14;8;16;8;11
66;15;9;16;10;12
13;67;64;62;64;69
64;14;11;11;8;9
46;7;11;15;10;14
24;9;11;7;11;6
61;8;12;12;9;7
14;66;66;68;66;66
42;14;16;12;13;16
61;9;10;12;12;14
65;15;14;13;9;10
62;9;9;12;11;9
14;6;8;8;8;8
16;67;63;58;67;71
59;8;7;7;6;11
62;8;6;12;13;7
65;5;11;10;13;8
65;10;16;14;16;16
66;11;7;11;11;13
32;6;11;6;10;12
62;11;12;15;10;10
62;13;13;8;5;11
16;12;15;6;9;8
44;15;13;9;7;10
21;71;61;55;60;69
15;16;8;14;11;16
65;15;9;10;15;7
63;16;14;6;14;14
62;10;14;15;11;8
19;60;66;64;73;63
28;14;13;8;9;9
46;11;7;10;9;13
63;13;8;9;16;6
63;14;14;10;12;13
27;12;10;7;8;14
31;6;9;13;16;15
14;63;66;67;64;68
68;6;11;7;14;16
21;11;8;14;12;6
62;6;13;12;7;11
65;12;8;11;7;14
63;10;12;6;5;5
28;7;14;12;14;12
65;9;7;7;8;10
63;16;7;7;13;8
72;15;13;9;9;12
24;14;7;15;6;16
72;7;11;7;11;14
29;8;13;10;8;7
17;10;9;6;10;12
30;11;11;10;9;5
40;12;7;7;11;7
57;7;5;15;8;14
31;8;9;12;12;12
67;9;13;10;10;10
68;13;7;10;10;6
28;12;9;10;8;12
77;12;10;8;9;9
24;6;11;14;10;9
42;11;7;14;11;11
64;10;15;10;6;9
62;15;16;13;8;13
44;7;8;8;5;13
64;16;8;9;8;8
63;8;15;11;13;7
30;11;10;9;11;7
25;16;7;6;7;14
24;11;9;10;6;9
53;11;7;8;11;9
47;11;7;10;15;16
70;14;6;16;12;15
65;12;12;14;8;6
54;11;8;8;9;6
66;6;7;16;13;6
32;8;15;15;9;13
64;7;16;6;10;10
66;8;9;6;12;9
16;11;14;8;10;12
25;7;15;12;8;15
60;6;13;12;9;10
18;7;14;11;13;8
43;12;16;8;9;13
24;6;7;8;10;11
62;14;7;10;11;6
64;15;15;9;7;14
48;16;15;10;11;8
21;12;7;11;11;13
21;15;12;10;16;9
64;13;9;14;6;12
63;16;6;14;14;7
31;7;14;6;15;8
28;14;15;10;10;7
62;14;13;9;11;11
62;15;10;16;6;15
52;8;11;7;11;13
42;11;6;8;10;11
35;11;6;16;8;15
61;8;11;13;15;8
62;13;7;7;12;10
36;7;15;12;9;9
24;15;6;14;8;5
68;11;8;12;16;14
15;15;13;14;7;13
64;14;10;6;8;13
61;10;9;13;12;12
34;12;11;15;16;15
14;9;10;9;15;12
64;14;10;9;6;9
57;8;8;9;12;8
58;13;7;16;10;6
13;69;60;55;63;68
66;6;7;11;13;9
20;68;65;68;65;65
52;6;9;12;7;9
63;7;11;9;11;5
21;12;16;12;15;13
29;10;15;16;13;6
51;11;16;13;16;6
25;63;65;62;65;68
16;9;12;5;12;7
70;15;16;12;10;13
48;15;10;6;9;11
22;6;10;8;9;7
61;14;7;7;13;11
66;7;8;7;15;6
64;10;9;9;6;16
29;8;11;6;8;6
34;9;9;9;7;7
33;7;10;9;14;13
54;12;8;11;8;7
63;13;14;9;6;12
60;12;6;10;6;7
24;9;9;14;8;16
29;10;11;5;14;6
13;11;10;8;7;7
41;7;14;8;14;14
64;10;13;8;11;14
13;64;65;66;69;70
65;11;12;12;16;15
21;7;13;10;6;14
15;13;13;12;13;12
60;7;11;8;9;10
63;9;16;9;7;14
20;10;11;15;11;6
60;15;7;10;15;15
67;5;6;7;14;8
39;12;8;11;12;10
25;13;6;7;10;12
65;8;14;13;8;13
32;8;11;15;11;14
63;11;13;10;9;11
61;12;8;16;16;9
65;11;13;9;10;16
42;12;12;13;13;9
56;15;10;10;15;7
67;6;14;8;15;14
51;12;10;10;9;8
34;6;15;14;14;5
65;13;13;14;7;7
12;68;66;64;64;65
45;6;9;10;12;16
52;9;10;12;13;7
61;10;14;12;12;15
13;64;66;65;69;67
63;9;11;11;10;7
28;14;11;8;8;12
64;8;9;16;6;10
55;10;15;15;12;7
49;8;8;14;14;13
53;14;8;13;15;9
30;9;10;12;12;13
40;11;13;15;14;15
24;9;7;6;10;11
17;7;9;11;10;14
25;10;16;13;15;6
58;14;16;13;15;16
24;10;13;12;9;9
71;9;8;7;12;12
62;7;11;14;9;16
18;5;7;9;9;7
53;12;14;13;14;6
23;66;63;62;65;73
65;14;8;16;12;7
45;7;6;10;11;16
14;67;60;60;64;70
56;14;11;14;13;11
39;10;12;10;9;6
70;9;12;13;9;15
65;14;12;7;11;13
64;7;8;15;12;7
62;9;14;13;9;16
63;7;11;15;8;8
62;15;11;10;14;13
45;13;13;8;11;11
44;12;7;7;13;11
53;15;13;12;10;15
25;14;6;10;12;7
62;7;10;13;8;12
61;7;13;8;7;14
46;6;14;7;13;7
32;12;11;6;8;15
57;8;13;8;10;7
38;11;13;16;13;15
17;9;11;11;8;6
58;15;8;9;15;7
54;13;6;14;11;7
58;16;10;8;6;11
55;11;9;7;5;7
45;8;13;15;15;7
45;12;9;12;10;15
62;7;13;16;11;7
30;8;11;13;15;15
66;6;12;9;5;12
40;5;12;11;6;13
66;14;8;14;13;10
67;7;15;8;14;13
64;8;13;9;10;8
47;10;13;7;11;6
50;10;5;14;10;10
65;7;6;16;8;9
62;7;11;8;6;13
67;7;14;9;12;9
64;10;12;15;7;9
64;10;12;8;14;10
66;14;7;8;16;9
14;10;5;10;15;14
33;6;8;7;6;8
28;16;10;7;13;14
29;10;10;12;10;12
61;12;15;14;12;6
59;13;6;12;6;6
20;13;6;8;14;10
56;6;15;6;10;7
61;12;12;12;7;9
14;64;66;67;63;63
67;9;7;10;14;12
64;10;8;12;14;7
57;14;14;13;10;9
54;11;10;14;10;6
29;7;6;14;6;15
17;66;64;61;66;68
54;9;13;11;12;6
15;8;6;7;13;13
20;10;13;7;12;15
31;6;12;12;13;9
55;9;8;8;9;10
22;10;14;9;10;10
40;6;11;12;12;16
57;15;8;16;14;9
16;6;10;10;7;14
10;67;64;68;70;67
63;8;14;6;6;6
43;9;8;10;7;15
65;14;10;16;16;16
60;9;11;7;11;8
62;7;13;15;14;10
61;7;10;7;14;10
59;6;7;10;12;12
32;14;6;8;7;13
68;8;14;6;16;15
31;8;14;10;10;10
66;15;7;12;16;10
53;13;10;8;9;12
61;8;14;13;10;12
68;10;9;8;14;11
33;7;16;12;7;14
62;8;10;14;15;10
19;6;9;14;13;9
64;7;13;13;9;7
73;14;14;9;7;10
22;10;16;11;15;10
63;15;10;10;11;7
17;65;66;62;66;64
49;15;10;15;11;12
60;11;14;9;8;14
47;11;6;11;6;16
65;9;8;11;15;14
65;6;7;12;8;11
23;6;11;6;8;12
63;6;8;15;14;13
38;8;16;15;10;11
65;13;10;10;5;7
66;10;13;14;7;6
60;11;11;6;6;9
20;10;11;14;12;7
61;7;9;15;11;8
13;12;8;9;13;14
63;13;15;14;14;13
25;67;64;60;69;65
13;12;6;11;10;13
30;11;9;9;13;8
63;9;14;7;7;10
62;11;9;15;15;14
11;70;62;51;59;74
68;10;14;9;15;12
45;14;15;10;16;9
19;5;12;13;5;10
66;11;12;12;11;11
30;7;7;14;10;8
18;10;11;16;15;11
18;63;66;64;65;66
12;66;64;65;67;70
28;10;6;7;14;7
62;10;13;10;12;12
20;6;4;3;5;5
36;12;13;11;6;7
63;8;9;9;8;16
64;8;12;11;16;12
24;6;9;14;12;13
24;7;12;14;11;5
11;64;65;65;64;69
50;7;7;16;8;8
61;9;11;10;7;7
46;14;11;16;11;7
27;12;14;7;16;9
20;10;8;12;10;11
59;15;11;12;12;9
65;14;7;6;6;6
68;10;11;6;9;14
62;12;8;8;8;7
16;67;65;63;64;68
15;13;8;13;11;9
63;11;14;7;9;12
45;10;9;14;10;11
31;14;7;6;7;11
22;9;11;14;7;11
13;8;14;15;6;8
64;14;8;9;5;15
62;8;7;5;10;13
60;16;12;13;16;6
58;8;14;7;7;9
19;66;68;65;67;66
66;8;6;13;10;8
34;15;14;6;7;11
9;66;64;60;66;68
66;15;8;8;14;13
65;10;8;8;7;11
54;12;16;14;14;13
61;15;8;11;13;13
33;11;7;9;7;9
10;68;65;60;68;65
23;14;7;13;15;10
63;14;11;14;9;13
51;8;11;12;9;9
65;12;10;13;8;14
28;14;14;10;8;10
62;11;14;8;8;6
68;6;14;12;10;10
34;5;12;6;12;13
9;66;70;62;67;65
53;7;13;9;9;12
67;15;10;12;10;11
53;7;7;12;10;11
63;8;7;11;8;10
40;13;9;15;11;14
63;13;14;11;10;12
12;67;64;65;65;67
67;15;16;6;7;9
32;15;13;8;16;8
47;14;9;12;11;14
63;9;7;10;15;5
32;8;7;15;10;7
11;66;62;60;64;74
14;67;67;59;61;64
65;12;10;14;6;14
60;8;8;11;12;11
56;13;11;9;12;10
69;11;8;10;8;7
34;11;9;6;10;11
29;14;14;6;8;7
24;8;12;8;14;8
57;7;8;11;12;13
13;66;63;70;64;62
37;13;7;13;9;6
65;11;11;10;13;9
12;13;10;12;10;10
10;69;59;62;63;70
59;9;10;14;7;11
23;15;8;14;14;6
17;14;9;11;7;11
20;67;64;67;64;68
68;8;10;6;15;11
64;11;9;7;9;14
61;15;15;16;7;10
62;8;12;9;6;10
23;6;12;11;8;9
20;70;60;64;60;71
65;7;12;9;6;9
63;12;5;11;10;7
18;10;6;13;5;6
24;9;13;13;12;14
62;7;14;14;9;12
15;65;62;60;68;69
62;7;10;10;10;14
29;8;7;10;14;6
65;5;12;9;10;12
61;5;10;13;11;14
16;12;15;11;6;8
35;11;8;6;12;13
61;10;11;10;9;11
66;7;10;5;14;11
23;12;7;13;8;10
46;13;16;13;6;7
62;8;13;6;12;8
55;8;15;14;9;8
67;8;11;13;7;14
27;11;15;9;12;14
27;7;8;9;7;11
40;8;11;11;13;5
60;13;10;6;6;14
58;11;7;8;6;9
17;67;62;61;64;67
65;12;6;7;8;7
13;65;64;61;69;67
62;11;7;7;11;11
18;11;14;11;7;16
65;8;12;16;10;6
13;68;66;66;68;63
63;8;9;9;15;14
64;12;16;10;10;10
59;11;7;9;13;10
63;9;5;15;6;14
65;13;15;8;6;14
23;15;11;16;7;14
61;11;7;8;13;9
20;12;13;11;7;8
65;6;12;7;10;9
52;9;13;7;5;11
13;12;11;7;9;13
68;7;10;16;9;10
14;6;4;8;5;3
63;14;14;8;7;6
65;9;15;6;15;7
61;10;11;10;11;15
60;15;6;13;8;6
30;14;15;8;14;13
24;14;10;10;10;7
68;8;8;7;14;10
22;10;12;10;10;12
11;65;68;60;65;67
21;11;12;15;10;13
64;6;6;9;15;7
40;10;7;15;8;12
23;9;7;13;14;11
16;10;11;14;9;14
45;11;6;12;7;6
55;11;11;14;14;6
58;8;9;10;8;8
16;16;8;15;6;10
60;14;13;7;14;14
23;13;11;11;7;9
63;13;7;12;8;9
14;64;61;60;67;68
43;7;9;10;16;12
61;14;7;10;8;14
14;66;64;64;64;68
16;11;11;10;14;12
60;7;6;11;7;8
63;13;14;11;8;5
39;14;12;6;8;14
13;65;63;60;64;70
51;9;12;6;10;7
66;14;10;12;12;9
20;13;15;15;16;14
68;5;15;7;15;9
10;13;10;9;5;13
63;5;12;9;7;9
54;16;14;7;10;6
69;10;7;15;11;6
12;65;65;63;65;65
34;13;7;5;9;15
15;12;12;9;8;7
29;14;5;13;10;11
31;12;15;6;14;16
63;11;12;10;16;10
43;15;14;15;6;7
23;10;15;7;8;11
60;7;10;9;11;5
46;8;8;6;11;13
14;65;62;59;64;67
13;68;65;66;64;68
66;14;9;8;8;6
60;14;16;6;10;9
65;8;15;12;11;10
61;16;10;7;15;12
63;7;13;8;7;7
57;13;5;6;8;11
69;12;7;15;15;7
22;9;14;6;9;11
13;68;57;65;63;71
66;11;10;13;14;14
57;15;16;8;12;10
52;6;11;9;11;12
61;12;15;15;13;13
68;8;7;8;14;10
59;8;15;8;13;8
21;11;13;9;10;9
14;10;13;8;9;12
18;10;5;7;9;11
32;6;11;10;10;15
67;12;9;12;14;12
33;15;8;16;8;13
70;10;7;11;7;12
44;13;9;11;14;12
43;12;11;10;12;10
70;12;12;12;15;14
14;64;60;59;66;72
61;14;7;11;8;9
46;14;7;6;13;9
62;11;9;13;7;6
36;10;9;16;8;11
64;6;9;9;6;13
63;11;7;14;14;14
12;67;65;63;64;60
62;10;6;7;8;15
14;65;62;52;65;67
62;16;12;14;13;14
19;64;65;64;68;63
26;11;11;12;11;12
61;8;10;14;14;11
62;10;11;9;9;10
20;10;15;7;9;9
13;66;61;61;67;63
64;13;11;13;13;13
63;15;8;11;11;14
65;8;15;10;9;13
57;9;7;10;12;12
64;10;8;6;10;16
12;65;63;66;62;67
60;8;11;6;16;15
22;6;8;16;6;14
13;66;66;62;68;63
69;11;12;6;12;15
65;13;7;12;10;13
51;12;11;9;8;15
63;14;14;7;8;13
62;9;11;8;8;8
27;11;13;11;10;11
58;7;14;8;8;10
65;12;14;8;6;11
62;16;7;12;10;13
70;10;11;11;9;11
61;14;7;8;6;6
32;15;11;11;14;14
64;13;11;10;14;14
11;65;64;62;61;66
51;9;15;13;8;9
16;66;65;68;63;66
59;12;13;15;10;7
28;12;6;13;14;10
35;12;9;12;16;15
26;6;13;11;9;8
55;15;14;7;9;7
45;16;19;15;16;14
73;9;15;10;8;5
64;8;10;10;14;14
60;13;11;7;11;12
61;14;7;14;7;7
62;9;11;10;11;10
9;65;65;66;62;66
49;13;7;13;12;12
20;69;61;62;58;70
60;8;6;9;6;13
46;6;15;12;15;6
62;6;8;8;9;9
40;15;12;9;16;15
62;5;11;13;7;13
69;11;15;16;15;14
61;8;6;6;11;11
19;12;13;11;15;14
37;11;6;8;15;12
61;12;11;9;11;14
13;64;62;65;62;67
61;11;13;10;8;11
60;8;13;10;14;7
36;9;13;13;10;9
20;13;12;15;7;13
54;15;16;9;14;6
54;14;13;9;13;8
59;14;14;7;15;6
19;10;14;15;6;15
67;15;14;6;6;6
56;8;9;9;9;12
61;14;13;13;14;9
20;12;13;8;6;9
49;16;14;7;6;15
31;7;7;16;11;7
63;14;14;13;8;13
62;15;9;9;11;8
58;10;15;10;11;10
17;66;63;60;67;68
65;12;11;7;14;12
14;12;8;11;13;10
62;11;8;13;10;16
64;15;8;11;13;7
17;10;10;11;15;12
64;13;13;14;9;7
39;16;14;16;8;15
65;8;10;14;14;15
64;11;6;7;10;7
20;7;7;11;9;14
14;64;65;62;66;63
31;8;9;15;8;9
62;8;14;15;7;12
38;14;10;12;10;9
59;6;6;11;8;10
70;10;14;8;15;16
22;11;10;13;10;11
49;12;11;6;14;8
63;15;7;12;14;8
37;13;11;10;15;6
55;7;13;6;11;11
16;12;7;12;14;11
25;11;8;9;12;13
15;16;7;13;11;10
65;12;13;13;7;13
28;8;8;9;13;6
12;65;67;62;67;64
61;11;11;12;15;10
47;13;13;16;7;13
27;9;5;12;8;13
50;15;15;10;15;10
36;11;7;14;12;14
14;12;12;6;10;7
54;12;6;12;11;6
64;11;8;7;13;10
20;11;15;14;13;14
15;67;58;64;65;70
68;6;9;11;6;5
25;10;10;10;8;8
70;6;12;6;9;6
11;68;61;60;67;68
42;13;7;14;8;11
17;5;7;10;14;13
57;8;9;11;13;6
35;8;8;7;5;10
13;64;65;62;66;65
21;16;16;12;9;11
61;15;8;7;11;10
45;16;14;13;11;10
64;10;14;13;15;9
62;8;5;8;13;15
64;9;11;7;12;14
55;11;12;14;10;13
15;65;62;66;65;67
28;14;10;8;13;6
61;10;7;9;7;11
36;7;12;11;14;12
63;14;6;13;16;9
51;7;10;7;9;12
59;7;10;9;14;13
19;55;70;69;75;58
54;11;13;12;6;11
64;16;9;16;13;7
62;8;12;7;8;14
25;15;14;9;15;7
63;9;7;10;13;10
64;7;10;9;10;9
36;7;11;6;11;7
69;9;7;13;11;13
62;14;6;9;6;12
25;8;6;13;10;6
14;6;9;13;5;14
62;11;13;15;15;8
65;6;11;10;10;7
26;11;15;10;16;6
63;16;13;6;10;10
10;69;67;66;63;63
64;12;9;12;9;11
60;8;10;14;11;7
67;11;9;6;8;8
53;12;8;9;11;13
58;11;7;11;7;5
19;5;7;7;6;7
61;7;14;7;9;13
19;66;60;61;65;71
66;9;8;7;10;9
26;8;14;10;14;12
63;12;11;9;12;14
16;9;6;16;14;11
52;9;9;8;10;8
64;11;10;12;12;10
55;13;6;12;14;6
69;15;11;14;11;14
64;8;10;7;13;6
28;7;14;9;14;10
14;68;61;52;62;71
60;15;6;15;10;12
66;11;7;7;16;11
19;8;8;11;8;8
63;13;7;5;11;14
32;13;15;8;15;15
11;65;62;63;66;67
65;10;10;6;10;14
23;9;8;9;7;6
65;6;14;8;14;6
53;10;11;11;16;9
64;7;10;8;7;9
51;10;9;12;10;8
61;16;12;13;10;14
55;6;12;10;13;9
19;14;12;6;15;7
11;65;60;63;60;75
62;10;16;9;9;9
60;9;12;15;11;9
65;6;6;9;8;8
60;8;7;13;12;8
61;10;5;13;9;8
70;6;10;9;11;7
51;16;10;16;14;6
63;14;6;12;11;6
58;8;15;11;13;14
68;14;9;8;6;9
68;10;6;7;14;15
62;16;13;10;7;6
16;11;7;12;16;7
55;13;17;11;19;13
61;11;8;14;12;9
54;11;8;14;13;6
51;12;14;13;6;7
60;7;10;13;15;13
65;15;13;16;6;14
13;66;61;63;65;61
20;7;13;9;13;5
53;10;13;7;11;6
23;9;13;16;6;12
19;13;8;8;12;15
64;8;13;13;8;6
14;12;12;15;9;14
61;14;14;15;14;10
66;8;13;11;8;10
62;13;15;13;12;9
4;61;66;66;71;67
50;16;13;13;15;16
66;8;6;16;12;11
11;66;63;61;62;69
18;66;60;64;67;66
18;7;8;15;14;7
44;13;14;7;12;16
20;14;16;12;12;15
57;14;9;12;11;16
16;8;13;11;15;9
23;7;14;9;9;5
61;15;7;12;10;8
23;11;14;14;13;8
16;10;10;8;14;14
52;6;16;13;16;7
16;7;16;6;11;14
11;74;59;77;50;71
64;12;10;11;10;8
61;9;9;9;13;8
13;65;64;68;65;65
24;12;13;11;10;14
65;7;15;14;9;16
26;7;10;10;11;7
12;61;64;72;67;62
26;14;12;11;9;11
12;66;64;62;61;68
19;64;65;65;65;62
61;9;13;9;12;10
21;14;14;12;14;14
60;12;10;13;8;9
29;15;8;12;7;15
15;66;64;58;63;68
67;13;12;7;14;8
64;8;10;8;13;10
22;11;8;6;14;13
66;14;16;8;13;16
25;15;12;7;11;9
65;7;6;7;11;7
72;15;6;14;14;6
30;6;14;15;15;7
25;11;9;12;11;9
62;6;8;14;15;10
21;10;14;10;6;8
69;13;12;6;10;15
68;11;9;13;9;12
58;11;12;13;13;7
62;9;10;15;10;15
54;8;13;8;12;10
61;9;12;8;9;12
15;68;63;62;62;68
57;12;16;9;9;10
62;13;12;13;14;6
55;10;13;8;10;10
21;10;9;12;10;13
26;12;12;10;11;10
54;11;11;8;9;9
12;14;7;10;6;11
43;13;10;13;15;7
45;12;12;14;14;13
42;13;5;7;6;12
60;7;15;10;12;12
63;13;13;8;9;8
13;64;62;60;67;65
19;64;66;65;65;64
14;68;63;61;65;67
63;10;7;10;12;6
62;11;8;14;12;10
66;14;14;11;14;6
24;15;6;7;6;14
48;13;13;12;9;13
60;14;11;16;9;6
52;9;12;11;14;15
60;14;16;15;13;6
70;15;9;5;14;6
22;10;6;8;5;11
64;16;11;6;6;13
28;13;11;7;8;16
59;18;14;10;11;18
42;10;7;14;14;14
50;8;14;14;12;7
24;14;9;15;8;8
18;64;64;66;66;66
47;10;9;10;11;9
10;7;12;14;12;12
61;12;8;8;10;15
66;8;5;12;8;6
65;14;11;6;7;8
60;11;8;16;12;15
12;66;62;57;61;67
51;14;7;8;11;15
49;10;14;13;8;15
51;11;10;15;10;11
60;6;8;15;15;9
16;68;63;64;63;62
45;14;11;13;7;16
10;66;62;63;65;67
34;11;15;13;8;12
63;13;8;6;16;8
63;10;7;7;9;16
62;6;15;8;6;13
62;12;10;13;7;12
45;7;6;8;14;16
40;10;11;12;7;15
68;7;13;12;15;13
25;12;14;5;6;11
48;12;9;12;7;10
61;7;9;13;14;7
68;8;15;7;5;13
51;15;15;16;16;10
45;8;8;15;7;10
23;13;11;16;8;14
62;8;14;10;6;8
43;6;8;5;8;8
60;8;11;13;10;14
66;14;7;8;14;13
35;8;8;11;11;6
28;14;10;9;5;9
31;10;15;13;10;11
12;70;72;56;63;60
64;14;15;16;16;13
12;66;61;53;64;66
18;70;59;58;60;72
40;15;9;6;13;10
13;67;64;69;63;67
15;13;13;10;6;8
17;12;11;9;12;12
53;8;14;12;8;11
64;9;15;15;14;10
62;7;15;7;14;14
62;14;10;12;8;11
13;66;64;64;63;67
25;13;11;10;8;7
21;8;6;12;13;14
62;14;6;13;15;12
61;8;12;13;10;15
56;12;15;12;8;7
64;9;6;10;8;15
53;9;12;9;13;13
51;13;14;10;7;12
40;10;6;6;13;8
61;14;7;6;14;16
64;13;10;8;9;11
22;15;16;14;13;15
24;9;13;15;8;8
63;7;12;6;7;15
65;15;10;13;12;7
70;8;13;15;8;14
54;9;11;11;8;15
21;14;9;7;8;7
63;10;9;9;12;11
25;7;13;9;13;6
64;10;8;13;15;14
59;9;7;9;10;13
18;14;6;15;9;12
63;13;14;9;15;8
65;15;15;11;6;7
38;6;10;14;11;7
47;13;10;15;8;12
43;15;12;14;12;13
58;10;14;10;9;15
19;10;11;11;16;7
64;7;6;8;11;11
71;8;9;7;14;12
31;8;13;7;9;5
64;10;14;13;10;11
60;15;8;13;12;14
65;11;8;13;10;8
60;7;8;12;7;9
65;11;6;14;16;10
55;14;9;10;6;11
39;10;14;11;13;10
16;14;15;9;12;10
54;13;15;15;13;6
66;15;11;15;9;7
54;6;11;6;14;14
66;12;15;13;8;9
64;7;15;7;9;11
65;15;15;6;15;9
13;14;13;8;10;7
62;13;11;11;7;16
60;12;9;8;13;6
66;12;12;11;7;10
26;15;16;16;14;14
65;14;10;15;13;7
63;9;12;10;12;6
64;7;10;12;7;8
66;10;13;14;9;7
48;9;13;16;11;12
65;11;6;9;13;8
24;11;7;15;15;5
57;15;13;13;16;12
73;14;8;8;9;7
60;4;3;17;5;8
14;65;64;63;64;66
68;7;9;12;15;14
15;16;10;14;12;7
24;7;6;8;12;10
33;5;5;5;15;15
16;12;14;12;8;9
66;14;5;11;6;6
12;9;14;14;13;9
67;7;10;14;15;5
68;14;8;10;10;14
58;12;10;13;7;14
63;12;14;11;13;11
57;14;16;16;8;11
65;13;12;12;8;13
19;6;12;13;14;12
59;10;8;11;8;11
72;15;10;15;12;10
65;10;8;7;6;9
60;14;15;11;13;15
11;11;12;8;6;16
23;11;12;13;9;12
59;9;13;7;9;11
18;19;17;15;13;14
48;12;10;12;8;8
14;66;63;64;64;69
56;7;14;13;13;11
30;15;10;10;7;11
70;12;6;6;15;15
38;13;13;14;7;12
63;10;7;11;13;8
64;16;12;7;15;11
66;7;10;10;8;7
61;14;12;13;8;8
34;14;6;6;6;9
26;6;7;14;12;7
61;13;9;7;10;14
57;9;8;7;8;13
64;13;8;7;10;13
62;8;6;9;7;8
68;4;3;4;4;4
21;15;7;13;9;16
57;10;13;6;14;14
58;11;10;12;13;7
65;11;7;10;8;11
49;10;14;12;13;10
44;14;8;13;9;10
23;12;13;10;10;10
31;13;11;9;15;8
47;16;10;8;13;6
65;11;13;13;7;11
65;13;13;14;14;14
64;7;6;13;9;9
15;9;8;10;8;13
55;11;12;15;15;16
22;9;11;14;14;6
63;16;6;6;10;15
13;65;61;70;64;66
15;9;9;7;9;11
62;15;7;10;7;14
65;15;12;7;8;16
29;12;11;12;14;13
55;15;11;8;13;12
23;6;11;10;14;6
29;12;12;8;6;12
66;12;7;15;5;11
24;8;6;12;8;11
12;69;58;59;59;67
11;66;62;64;60;70
69;11;14;16;8;8
65;13;16;11;15;15
11;65;64;60;65;63
49;13;12;11;11;13
63;8;7;6;15;13
45;7;16;9;14;15
62;15;16;8;13;15
59;16;14;9;7;10
65;10;7;12;13;5
53;7;11;5;9;11
29;7;12;8;14;9
63;8;7;6;16;15
12;67;63;62;62;64
40;7;11;12;7;14
63;13;12;10;7;12
64;15;14;11;15;8
64;12;12;6;11;13
40;13;16;10;14;12
65;8;6;7;12;11
17;9;11;11;11;5
63;8;11;12;7;13
59;15;8;13;11;9
59;9;8;12;11;9
24;11;10;13;15;14
44;13;13;7;9;14
21;14;14;11;6;6
37;16;14;15;12;9
17;9;13;11;14;14
64;15;8;11;9;14
38;7;7;7;9;15
62;8;16;8;8;13
14;10;13;9;13;13
72;11;10;6;15;8
59;9;6;9;6;11
62;15;14;13;12;14
64;11;8;15;6;9
64;14;11;8;10;13
17;65;63;60;65;63
63;12;6;11;14;12
12;54;69;66;67;62
12;65;61;58;66;66
12;67;65;68;64;66
28;13;11;7;9;11
12;13;12;16;7;15
62;13;11;15;12;8
60;9;9;15;9;9
66;11;11;10;7;8
54;10;13;10;6;8
67;11;6;15;11;11
62;6;9;10;12;8
66;12;6;6;15;11
63;12;15;8;6;6
20;12;12;8;12;10
14;6;10;7;7;8
52;5;8;9;9;8
10;63;64;62;61;67
60;13;16;16;8;13
36;12;15;13;14;7
20;13;8;11;8;9
14;5;10;8;11;10
13;64;65;66;66;67
30;14;11;11;6;8
23;8;7;16;14;16
67;15;11;12;12;14
46;9;10;6;11;8
29;8;14;9;8;11
58;10;15;8;10;15
69;6;8;10;11;5
63;8;11;15;8;6
17;5;8;5;10;11
19;16;14;7;11;11
61;15;7;9;10;16
44;6;13;12;7;12
63;9;9;9;9;13
46;6;10;10;6;13
23;13;8;7;7;11
66;10;16;14;7;11
62;12;15;15;13;6
63;7;14;9;11;14
62;12;7;12;12;6
27;7;14;10;8;7
52;6;12;16;12;6
62;11;15;13;7;14
